species,name_change,Split_species,avonet_species_name,Order,status,IslandEndemic,Volancy,Mass,HWI,Habitat,Trophic.Level,Trophic.Niche,LAT,New_Data_Notes,Beak.Length.culmen,Beak.Length.nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Tail.Length,status_group
Acrocephalus taiti,0,,Acrocephalus taiti,Passeriformes,VU,Yes,Volant,24.3,17,Woodland,Carnivore,Invertivore,-24.38,,20.5,12.1,4.1,4,29.5,82,13.9,68.1,78,Threatened
Acrocephalus tangorum,0,,Acrocephalus tangorum,Passeriformes,VU,No,Volant,8,19.4,Wetland,Carnivore,Invertivore,49.24,,14.5,8.6,3.6,2.8,21.6,53.5,10.3,43.1,53.2,Threatened
Acrocephalus vaughani,0,,Acrocephalus vaughani,Passeriformes,EN,Yes,Volant,24.4,17.1,Forest,Carnivore,Invertivore,-25.07,,20.4,11.8,4.2,4,27.9,77.4,13.3,64.7,71.4,Threatened
Acropternis orthonyx,0,,Acropternis orthonyx,Passeriformes,LC,No,Volant,89.9,5.5,Forest,Carnivore,Invertivore,1.6,,22.9,10.4,4.5,6.5,36.4,94.8,5.2,89.9,88.9,Not threatened
Acryllium vulturinum,0,,Acryllium vulturinum,Galliformes,LC,No,Volant,1330,19.9,Shrubland,Herbivore,Omnivore,3.53,,39.7,27,15.4,16.1,94.2,300.1,59.6,238,273.4,Not threatened
Actenoides bougainvillei,0,,Actenoides bougainvillei,Coraciiformes,EN,Yes,Volant,188,18.9,Forest,Carnivore,Invertivore,-6.2,,52,37.4,14,15.9,20.3,129,24.4,104.6,96.5,Threatened
Actenoides capucinus,0,,Actenoides capucinus,Coraciiformes,NT,Yes,Volant,150,19.2,Forest,Carnivore,Invertivore,-3.88,,56.3,42.4,14.1,19.4,22.4,147.7,28.8,121.5,117.6,Not threatened
Actenoides concretus,0,,Actenoides concretus,Coraciiformes,NT,No,Volant,73.5,21.5,Forest,Carnivore,Invertivore,1.16,,48.9,37.5,12.8,13.4,14.9,110.8,23.7,87,58.5,Not threatened
Actenoides excelsus,0,,Actenoides excelsus,Coraciiformes,EN,Yes,Volant,188,18.1,Forest,Carnivore,Invertivore,-9.69,,49.7,38,14.6,17.5,19.2,126.5,22.9,103.6,90.6,Threatened
Actenoides hombroni,0,,Actenoides hombroni,Coraciiformes,VU,Yes,Volant,117,22.5,Forest,Carnivore,Invertivore,8.06,,46.7,36.5,13.4,14.6,17.5,120.4,26.9,92.4,96,Threatened
Actenoides lindsayi,0,,Actenoides lindsayi,Coraciiformes,LC,Yes,Volant,92.8,20.1,Forest,Carnivore,Invertivore,14.77,,46.5,34.6,12.5,13.2,18.3,106,21.4,85.1,81.2,Not threatened
Actenoides monachus,0,,Actenoides monachus,Coraciiformes,NT,Yes,Volant,150,19.1,Forest,Carnivore,Invertivore,-0.48,,52.1,39.2,13.1,15,22.4,140.4,27,114.7,110.9,Not threatened
Actenoides princeps,0,,Actenoides princeps,Coraciiformes,NT,Yes,Volant,105,23,Forest,Carnivore,Invertivore,-1.3,,45.1,33.2,11.8,13.1,19.4,113.1,25.6,86.1,88.5,Not threatened
Actenoides regalis,0,,Actenoides regalis,Coraciiformes,VU,Yes,Volant,105,23,Forest,Carnivore,Invertivore,-3.11,,48,33.2,11.8,13.1,19.4,115,25.6,86.1,96.5,Threatened
Actinodura egertoni,0,,Actinodura egertoni,Passeriformes,LC,No,Volant,36,10.8,Shrubland,Omnivore,Invertivore,26.14,,17.2,8.9,4.3,5.2,28.6,85,9.1,74.6,112,Not threatened
Actinodura radcliffei,0,,Actinodura radcliffei,Passeriformes,LC,No,Volant,38.4,7.8,Forest,Carnivore,Invertivore,21.79,,20.7,10.3,4.7,6.3,28.3,89,7,82,130,Not threatened
Actinodura ramsayi,0,,Actinodura ramsayi,Passeriformes,LC,No,Volant,38.4,7.2,Forest,Carnivore,Invertivore,19.23,,20.3,10.8,4.6,6.1,28.7,88.5,6.2,79.8,121.5,Not threatened
Actinodura sodangorum,0,,Actinodura sodangorum,Passeriformes,NT,No,Volant,38.4,15.2,Forest,Carnivore,Invertivore,15.47,,18.2,10.3,4.7,5.6,31,85.5,13,72.5,123.5,Not threatened
Actitis hypoleucos,0,,Actitis hypoleucos,Charadriiformes,LC,No,Volant,48,48,Wetland,Carnivore,Aquatic predator,55.26,,30.1,19.9,3.1,4,22.4,109.9,51.1,55.4,57.4,Not threatened
Actitis macularius,0,,Actitis macularius,Charadriiformes,LC,No,Volant,40.4,47.5,Wetland,Carnivore,Aquatic predator,52.38,,25.7,16.2,2.7,3.3,24.2,100.4,47.6,52.6,53,Not threatened
Actophilornis africanus,0,,Actophilornis africanus,Charadriiformes,LC,No,Volant,189.1,29.9,Wetland,Carnivore,Aquatic predator,-3.72,,37.1,19.8,4.6,6.3,65.7,156,46.5,109.2,47,Not threatened
Actophilornis albinucha,0,,Actophilornis albinucha,Charadriiformes,EN,Yes,Volant,239,31,Wetland,Carnivore,Aquatic predator,-16.56,,33.4,19.2,4.4,6.2,66.4,159.6,51,112.8,45,Threatened
Adelomyia melanogenys,0,,Adelomyia melanogenys,Caprimulgiformes,LC,No,Volant,4.9,60.2,Forest,Herbivore,Nectarivore,-4.42,,17.9,13.8,2.6,2.1,6,53.1,30.9,20.4,35.4,Not threatened
Aechmophorus clarkii,0,,Aechmophorus clarkii,Podicipediformes,LC,No,Volant,1090.9,41.8,Wetland,Carnivore,Aquatic predator,41.16,,77.9,58.8,7.5,11.6,76.6,195.4,79.8,111.7,34,Not threatened
Aechmophorus occidentalis,0,,Aechmophorus occidentalis,Podicipediformes,LC,No,Volant,1137,40.8,Wetland,Carnivore,Aquatic predator,44.29,,73.2,54.1,6.6,10.2,71.7,184.5,75.4,109,29.8,Not threatened
Aegithalos annamensis,0,,Aegithalos annamensis,Passeriformes,LC,No,Volant,6.1,17.6,Forest,Carnivore,Invertivore,13.9,,7.4,4.3,2.5,3,15.5,48.6,8.6,40,46.8,Not threatened
Aegithalos bonvaloti,0,,Aegithalos bonvaloti,Passeriformes,LC,No,Volant,7,15.7,Forest,Carnivore,Invertivore,28.23,,7.6,4.8,2.3,2.6,16.4,54.8,8.7,46.2,53,Not threatened
Aegithalos caudatus,0,,Aegithalos caudatus,Passeriformes,LC,No,Volant,8.6,22,Forest,Carnivore,Invertivore,52.48,,7.6,4.2,2.5,3.3,15.9,63.1,14,49.5,87.8,Not threatened
Aegithalos concinnus,0,,Aegithalos concinnus,Passeriformes,LC,No,Volant,6.1,17.6,Forest,Carnivore,Invertivore,27.24,,7.4,4.3,2.5,3,15.5,48.6,8.6,40,46.8,Not threatened
Aegithalos fuliginosus,0,,Aegithalos fuliginosus,Passeriformes,LC,No,Volant,5.7,18.6,Forest,Carnivore,Invertivore,31.85,,7.7,4.4,2.1,3,15.6,55.4,10.3,45,57,Not threatened
Aegithalos glaucogularis,0,,Aegithalos glaucogularis,Passeriformes,LC,No,Volant,8.6,19.9,Forest,Carnivore,Invertivore,33.83,,7.5,4.8,2.6,3.3,15.7,53.9,10.8,43.1,61.8,Not threatened
Aegithalos iouschistos,0,,Aegithalos iouschistos,Passeriformes,LC,No,Volant,7,16.6,Forest,Carnivore,Invertivore,28.11,,8.2,5,2.4,2.9,16.6,56,9.1,45.9,52.8,Not threatened
Aegithalos iredalei,0,,Aegithalos iredalei,Passeriformes,LC,No,Volant,6.1,17.6,Forest,Carnivore,Invertivore,29.8,,7.4,4.3,2.5,3,15.5,48.6,8.6,40,46.8,Not threatened
Aegithalos leucogenys,0,,Aegithalos leucogenys,Passeriformes,LC,No,Volant,6.7,16.6,Forest,Carnivore,Invertivore,33.14,,7.6,4.8,2,3.2,16.2,52.8,8.8,44,51,Not threatened
Aegithalos niveogularis,0,,Aegithalos niveogularis,Passeriformes,LC,No,Volant,7.8,15.1,Forest,Carnivore,Invertivore,31.96,,9.1,5.3,2.5,3,17.9,59.7,8.9,50.5,56.4,Not threatened
Aegithina lafresnayei,0,,Aegithina lafresnayei,Passeriformes,LC,No,Volant,12,8.6,Forest,Carnivore,Invertivore,15.28,,23.4,14.9,5.1,6.3,20.1,70.5,6,64.5,56,Not threatened
Aegithina nigrolutea,0,,Aegithina nigrolutea,Passeriformes,LC,No,Volant,11.8,12.4,Shrubland,Carnivore,Invertivore,24.1,,15.7,9.8,3.7,3.7,18,64.4,8,56.5,47.2,Not threatened
Aegithina tiphia,0,,Aegithina tiphia,Passeriformes,LC,No,Volant,12,10,Forest,Carnivore,Invertivore,15.54,,17,10.8,4.3,4.5,19.7,61.6,6.2,55.2,47.8,Not threatened
Aegithina viridissima,0,,Aegithina viridissima,Passeriformes,NT,No,Volant,13.4,11.4,Forest,Carnivore,Invertivore,1.02,,15.9,10.6,4.2,4.4,17.7,61.9,7,54.7,43.9,Not threatened
Aegolius acadicus,0,,Aegolius acadicus,Strigiformes,LC,No,Volant,100.7,29.8,Forest,Carnivore,Vertivore,46.64,,18.2,9.9,7,10.5,23.6,135.2,40.2,95,78,Not threatened
Aegolius funereus,0,,Aegolius funereus,Strigiformes,LC,No,Volant,137.2,31.5,Forest,Carnivore,Vertivore,57.12,,18.2,11,7.9,10.5,23.4,169.1,53.2,115.9,102.5,Not threatened
Aegolius harrisii,0,,Aegolius harrisii,Strigiformes,LC,No,Volant,120,27.1,Forest,Carnivore,Vertivore,-22.44,,22,12.6,7.6,12.4,28.1,150.1,40.6,109.6,72.9,Not threatened
Aegolius ridgwayi,0,,Aegolius ridgwayi,Strigiformes,LC,No,Volant,80,24.9,Forest,Carnivore,Vertivore,15.28,,18.4,12.1,7.9,10.9,23.3,138.3,34.3,104.1,67.2,Not threatened
Aegotheles affinis,0,,Aegotheles affinis,Caprimulgiformes,DD,No,Volant,60,29.5,Forest,Carnivore,Invertivore,-3.25,,17.6,6.2,5.3,4.2,20.4,133.7,39.5,94.3,115.4,DD
Aegotheles albertisi,0,,Aegotheles albertisi,Caprimulgiformes,LC,No,Volant,35.2,29.8,Forest,Carnivore,Invertivore,-6.49,,11.6,4.2,3.2,4,18.8,114,34,80,87,Not threatened
Aegotheles archboldi,0,,Aegotheles archboldi,Caprimulgiformes,LC,No,Volant,30.6,31.8,Forest,Carnivore,Invertivore,-4.19,,12.9,3.6,3.5,2.6,18.6,116.5,37,79.5,95.5,Not threatened
Aegotheles bennettii,0,,Aegotheles bennettii,Caprimulgiformes,LC,No,Volant,60,32.4,Forest,Carnivore,Invertivore,-5.65,,15.6,5.6,4.4,3.9,19.4,122.8,39.8,83,114.5,Not threatened
Aegotheles crinifrons,0,,Aegotheles crinifrons,Caprimulgiformes,LC,Yes,Volant,136,27.4,Forest,Carnivore,Invertivore,0.71,,23.3,8.2,8.4,6,24.9,164.6,45,119.5,144.1,Not threatened
Aegotheles cristatus,0,,Aegotheles cristatus,Caprimulgiformes,LC,No,Volant,42.8,34.6,Woodland,Carnivore,Invertivore,-25.68,,14,5,4,3.7,23.7,135.8,47,88.8,121.2,Not threatened
Aegotheles insignis,0,,Aegotheles insignis,Caprimulgiformes,LC,No,Volant,78.5,30.4,Forest,Carnivore,Invertivore,-5.27,,19.5,6.1,3.9,4,21.3,165.2,50.2,115,137,Not threatened
Aegotheles savesi,0,,Aegotheles savesi,Caprimulgiformes,CR,Yes,Volant,52,20.9,Forest,Carnivore,Invertivore,-21.96,,21.6,6.6,7.1,5,32.5,163,34,129,149,Threatened
Aegotheles tatei,0,,Aegotheles tatei,Caprimulgiformes,DD,No,Volant,52,27.6,Forest,Carnivore,Invertivore,-6.95,,20,7.4,7.5,5,16.1,145.8,40.2,105.6,130.2,DD
Aegotheles wallacii,0,,Aegotheles wallacii,Caprimulgiformes,LC,No,Volant,50.7,30,Forest,Carnivore,Invertivore,-4.45,,17.5,5.4,3.8,3.9,18.5,119,35.7,83.3,102.7,Not threatened
Aegypius monachus,0,,Aegypius monachus,Accipitriformes,NT,No,Volant,9320.6,41.1,Forest,Scavenger,Scavenger,41.63,,87.8,59.9,27.9,39.8,134.2,734.2,302.2,432,371,Not threatened
Aepypodius arfakianus,0,,Aepypodius arfakianus,Galliformes,LC,No,Volant,1463.8,16.9,Forest,Herbivore,Omnivore,-5.28,,35.4,19.8,12,17.6,83.4,266.8,45,222.2,127.2,Not threatened
Aepypodius bruijnii,0,,Aepypodius bruijnii,Galliformes,EN,No,Volant,192,19.5,Forest,Herbivore,Omnivore,-0.16,,33.6,22.4,13.5,19.9,100,284,55.3,228.7,98,Threatened
Aerodramus bartschi,0,,Aerodramus bartschi,Caprimulgiformes,EN,Yes,Volant,7.4,60.5,Forest,Carnivore,Invertivore,13.78,,5.3,2.4,2,2.1,8.3,88.7,53.6,35.1,41.3,Threatened
Aerodramus brevirostris,0,,Aerodramus brevirostris,Caprimulgiformes,LC,No,Volant,13.4,65.2,Rock,Carnivore,Invertivore,26.62,,6.6,3,3.4,2.5,9.9,122.9,80.1,42.8,51.6,Not threatened
Aerodramus elaphrus,0,,Aerodramus elaphrus,Caprimulgiformes,VU,Yes,Volant,10.7,69.7,Forest,Carnivore,Invertivore,-4.58,,6.4,2.1,2.1,1.7,8.8,113,78.8,34.2,47.8,Threatened
Aerodramus francicus,0,,Aerodramus francicus,Caprimulgiformes,NT,Yes,Volant,8.9,67.6,Forest,Carnivore,Invertivore,-20.77,,6.2,1.8,1.9,1.3,9.2,109,73.7,35.3,47,Not threatened
Aerodramus fuciphagus,0,,Aerodramus fuciphagus,Caprimulgiformes,LC,No,Volant,10.7,68.1,Forest,Carnivore,Invertivore,0.9,,7,2.2,2.3,2,9.5,113,77,36,48.9,Not threatened
Aerodramus hirundinaceus,0,,Aerodramus hirundinaceus,Caprimulgiformes,LC,No,Volant,10.1,69.1,Forest,Carnivore,Invertivore,-4.76,,6.4,2,2.1,1.6,8.4,115,79.4,35.5,47.5,Not threatened
Aerodramus infuscatus,0,,Aerodramus infuscatus,Caprimulgiformes,LC,Yes,Volant,13.4,70.8,Forest,Carnivore,Invertivore,-2.41,,6.2,2.4,2.5,1.8,8.3,106.2,75.2,31,47.3,Not threatened
Aerodramus inquietus,0,,Aerodramus inquietus,Caprimulgiformes,LC,Yes,Volant,11,68.6,Forest,Carnivore,Invertivore,6.65,,7.1,2.8,2,2.2,8.4,114.1,78.2,35.9,50.8,Not threatened
Aerodramus leucophaeus,0,,Aerodramus leucophaeus,Caprimulgiformes,LC,Yes,Volant,13.4,63.5,Forest,Carnivore,Invertivore,-10.15,,6.6,2,1.8,1.7,9,118.6,75.4,43.2,53.6,Not threatened
Aerodramus maximus,0,,Aerodramus maximus,Caprimulgiformes,LC,No,Volant,17,67.8,Forest,Carnivore,Invertivore,1.15,,8.2,3.8,3,2.5,11.8,129.2,87.6,41.6,46.2,Not threatened
Aerodramus mearnsi,0,,Aerodramus mearnsi,Caprimulgiformes,LC,No,Volant,11.3,67.9,Forest,Carnivore,Invertivore,11.8,,6.2,1.9,2.1,1.8,8.9,109,74,35,46.5,Not threatened
Aerodramus nuditarsus,0,,Aerodramus nuditarsus,Caprimulgiformes,LC,No,Volant,13.4,67.7,Forest,Carnivore,Invertivore,-5.64,,7.6,3.7,2.9,2.6,10.9,125.2,84.8,40.4,48.2,Not threatened
Aerodramus orientalis,0,,Aerodramus orientalis,Caprimulgiformes,DD,Yes,Volant,13.4,67.7,Forest,Carnivore,Invertivore,-6.51,,7.6,3.7,2.9,2.6,10.9,125.2,84.8,40.4,48.2,DD
Aerodramus papuensis,0,,Aerodramus papuensis,Caprimulgiformes,DD,No,Volant,19.9,70.4,Rock,Carnivore,Invertivore,-4.46,,8.5,3.8,3.3,2.5,11.1,132.5,93.3,39.2,50.9,DD
Aerodramus pelewensis,0,,Aerodramus pelewensis,Caprimulgiformes,LC,Yes,Volant,13.4,68.5,Forest,Carnivore,Invertivore,7.44,,5.6,2.6,2.1,1.9,9,107.7,73.8,33.9,49.4,Not threatened
Aerodramus salangana,0,,Aerodramus salangana,Caprimulgiformes,LC,No,Volant,11.3,66.7,Rock,Carnivore,Invertivore,0.08,,6.7,2.2,2.3,2.1,10.1,113.5,75.7,37.8,50.5,Not threatened
Aerodramus sawtelli,0,,Aerodramus sawtelli,Caprimulgiformes,VU,Yes,Volant,8.6,67.3,Forest,Carnivore,Invertivore,-20,,6.9,2.5,1.7,1.7,8.5,116,78.1,37.9,54,Threatened
Aerodramus spodiopygius,0,,Aerodramus spodiopygius,Caprimulgiformes,LC,No,Volant,8,67.3,Forest,Carnivore,Invertivore,-11.02,,6.6,2.2,2,1.6,7.9,117,78.7,38.3,50.2,Not threatened
Aerodramus terraereginae,0,,Aerodramus terraereginae,Caprimulgiformes,LC,No,Volant,12,67.1,Grassland,Carnivore,Invertivore,-16.99,,6.6,2.2,2,1.8,8.7,111.2,74.6,36.6,50.2,Not threatened
Aerodramus unicolor,0,,Aerodramus unicolor,Caprimulgiformes,LC,No,Volant,11,68,Rock,Carnivore,Invertivore,11.43,,6.6,2.3,2.3,1.8,9.9,113.4,76.8,36.2,52.2,Not threatened
Aerodramus vanikorensis,0,,Aerodramus vanikorensis,Caprimulgiformes,LC,No,Volant,10.7,67.4,Forest,Carnivore,Invertivore,-2.34,,6.4,2.4,2.1,2.1,9.5,116,78.3,37.7,50.6,Not threatened
Aerodramus vulcanorum,0,,Aerodramus vulcanorum,Caprimulgiformes,NT,No,Volant,13.4,66.6,Rock,Carnivore,Invertivore,-7.04,,7.1,2.4,2.2,2,9.4,120,79.9,40.1,53.5,Not threatened
Aerodramus whiteheadi,0,,Aerodramus whiteheadi,Caprimulgiformes,DD,Yes,Volant,14,69.2,Forest,Carnivore,Invertivore,13.11,,8.7,3,2.9,2.2,10.7,136,94.1,41.9,50,DD
Aeronautes andecolus,0,,Aeronautes andecolus,Caprimulgiformes,LC,No,Volant,17.6,70.3,Shrubland,Carnivore,Invertivore,-23.75,,7,3,2.4,2.1,8.6,140,98.2,41.5,62.2,Not threatened
Aeronautes montivagus,0,,Aeronautes montivagus,Caprimulgiformes,LC,No,Volant,20.1,68.6,Forest,Carnivore,Invertivore,-1.98,,6.5,3.1,2.4,2.6,8.1,115.2,79.1,36.1,46.2,Not threatened
Aeronautes saxatalis,0,,Aeronautes saxatalis,Caprimulgiformes,LC,No,Volant,32.1,69.8,Rock,Carnivore,Invertivore,33.58,,7,3,2.9,2.5,10.6,140.3,98.2,42.1,63.7,Not threatened
Aethia cristatella,0,,Aethia cristatella,Charadriiformes,LC,No,Volant,259.4,44.1,Marine,Carnivore,Aquatic predator,55.91,,21.1,7.1,6.1,10.9,27.4,139.4,61,77.2,38,Not threatened
Aethia psittacula,0,,Aethia psittacula,Charadriiformes,LC,No,Volant,270,41.1,Marine,Carnivore,Aquatic predator,56.09,,20.1,8.8,6.2,12.6,29.4,146.2,60.2,86.1,39,Not threatened
Aethia pusilla,0,,Aethia pusilla,Charadriiformes,LC,No,Volant,84,40.4,Marine,Carnivore,Aquatic predator,56.93,,15,5.7,5,6.4,19,94.4,37.7,55.6,27,Not threatened
Aethia pygmaea,0,,Aethia pygmaea,Charadriiformes,LC,No,Volant,112,40.8,Marine,Carnivore,Aquatic predator,52.42,,15.9,6,4.9,7.3,22.6,112.2,45.8,66.4,31.2,Not threatened
Aethopyga bella,0,,Aethopyga bella,Passeriformes,LC,Yes,Volant,4,15.8,Forest,Omnivore,Omnivore,11.89,,14.9,10.7,2.9,2.8,12.6,41.4,6.5,34,27,Not threatened
Aethopyga boltoni,0,,Aethopyga boltoni,Passeriformes,LC,Yes,Volant,7.1,16.9,Forest,Omnivore,Omnivore,7.32,,20.1,15.4,3.4,3.2,15.4,49.4,8.3,41.1,40.7,Not threatened
Aethopyga christinae,0,,Aethopyga christinae,Passeriformes,LC,No,Volant,5.2,18.2,Forest,Herbivore,Omnivore,19.2,,17.4,12.4,3.5,3.5,13.9,47.8,8.8,39,46,Not threatened
Aethopyga duyvenbodei,0,,Aethopyga duyvenbodei,Passeriformes,EN,Yes,Volant,6,19,Forest,Omnivore,Omnivore,3.56,,20.6,14.4,3.7,3.3,16.3,53.1,9.9,42.2,35.8,Threatened
Aethopyga eximia,0,,Aethopyga eximia,Passeriformes,LC,No,Volant,5.2,14.2,Forest,Omnivore,Omnivore,-7.43,,21.7,14.9,3.3,3.1,15.9,53.3,7.5,45.2,49,Not threatened
Aethopyga flagrans,0,,Aethopyga flagrans,Passeriformes,LC,Yes,Volant,6.7,13.7,Forest,Omnivore,Nectarivore,15.95,,19.2,13.8,3,3.1,14.9,45.9,6.1,38.8,30.6,Not threatened
Aethopyga gouldiae,0,,Aethopyga gouldiae,Passeriformes,LC,No,Volant,5,21.1,Forest,Omnivore,Nectarivore,26.41,,17.9,11.8,3.2,2.9,13.9,54.5,11.5,43,57.6,Not threatened
Aethopyga guimarasensis,0,,Aethopyga guimarasensis,Passeriformes,LC,Yes,Volant,6.7,13.7,Forest,Omnivore,Nectarivore,10.58,,19.2,13.8,3,3.1,14.9,45.9,6.1,38.8,30.6,Not threatened
Aethopyga ignicauda,0,,Aethopyga ignicauda,Passeriformes,LC,No,Volant,8.2,16,Forest,Omnivore,Nectarivore,27.26,,21.3,15.1,3.5,2.9,15.5,55.4,8.8,46,74.5,Not threatened
Aethopyga latouchii,0,,Aethopyga latouchii,Passeriformes,LC,No,Volant,5.2,20.6,Forest,Herbivore,Omnivore,25.46,,17.6,11.9,3,3,13.8,47.8,9.9,37.9,36.2,Not threatened
Aethopyga linaraborae,0,,Aethopyga linaraborae,Passeriformes,NT,Yes,Volant,7.2,15.8,Forest,Omnivore,Nectarivore,7.39,,22.5,16.6,3.4,3.2,15.5,52,8.2,43.7,40.1,Not threatened
Aethopyga magnifica,0,,Aethopyga magnifica,Passeriformes,LC,Yes,Volant,9.3,17.4,Forest,Herbivore,Nectarivore,10.7,,19,14.3,3.4,2.4,13,50.4,8.7,40.8,38.1,Not threatened
Aethopyga mystacalis,0,,Aethopyga mystacalis,Passeriformes,LC,No,Volant,6,15.7,Forest,Omnivore,Nectarivore,-7.3,,16.6,11.1,3.1,3.3,13.3,46.8,7.3,39.4,41.5,Not threatened
Aethopyga nipalensis,0,,Aethopyga nipalensis,Passeriformes,LC,No,Volant,6.9,18.3,Forest,Omnivore,Nectarivore,24.13,,22.1,16.4,3.4,3.2,13.2,49.8,9.1,40.6,53.8,Not threatened
Aethopyga primigenia,0,,Aethopyga primigenia,Passeriformes,LC,Yes,Volant,7,15.8,Forest,Omnivore,Nectarivore,7.52,,20.8,16.5,3.1,3.5,16.1,50.6,8,42.7,34.5,Not threatened
Aethopyga pulcherrima,0,,Aethopyga pulcherrima,Passeriformes,LC,Yes,Volant,6.2,16.6,Forest,Omnivore,Nectarivore,11.83,,20.5,15.2,3.5,3.1,14.6,46.1,7.6,38.3,26.8,Not threatened
Aethopyga saturata,0,,Aethopyga saturata,Passeriformes,LC,No,Volant,5.3,16.2,Forest,Herbivore,Nectarivore,21.04,,22,15.4,3.2,3.1,14.1,51.3,8.2,42.4,62.4,Not threatened
Aethopyga shelleyi,0,,Aethopyga shelleyi,Passeriformes,LC,No,Volant,4,15.6,Forest,Omnivore,Nectarivore,9.93,,16.1,10.8,3.2,2.6,13.4,46,7,38.2,37.9,Not threatened
Aethopyga siparaja,0,,Aethopyga siparaja,Passeriformes,LC,No,Volant,6.7,17.4,Forest,Herbivore,Nectarivore,14.37,,19,14.3,3.4,2.4,13,50.4,8.7,40.8,38.1,Not threatened
Aethopyga temminckii,0,,Aethopyga temminckii,Passeriformes,LC,No,Volant,6,16.2,Forest,Omnivore,Nectarivore,2.2,,16.5,11.8,2.9,2.6,13.7,51,8,41.5,39.8,Not threatened
Aethopyga vigorsii,0,,Aethopyga vigorsii,Passeriformes,LC,No,Volant,6.7,15.6,Forest,Herbivore,Nectarivore,17.37,,22.7,16.5,3.8,3.3,15.8,57.5,9,48.5,49.8,Not threatened
Afropavo congensis,0,,Afropavo congensis,Galliformes,VU,No,Volant,1273.7,10.1,Forest,Omnivore,Invertivore,-1.2,,37.6,16.3,9.1,9.4,95,297.2,30.1,268.1,159.8,Threatened
Afrotis afra,0,,Afrotis afra,Otidiformes,VU,No,Volant,690,37.7,Shrubland,Omnivore,Omnivore,-32.86,,35.6,18.9,8.7,8.4,88.5,290.8,107.7,178.3,126.6,Threatened
Afrotis afraoides,0,,Afrotis afraoides,Otidiformes,LC,No,Volant,745,37.1,Grassland,Omnivore,Invertivore,-25.21,,34.9,18,9,8.2,88,282.8,104.8,177.5,127.4,Not threatened
Agamia agami,0,,Agamia agami,Pelecaniformes,VU,No,Volant,567,33.4,Forest,Carnivore,Aquatic predator,-2.98,,158.8,146,12.5,17.4,98.3,273.6,92.1,184.7,97.2,Threatened
Agapornis canus,0,,Agapornis canus,Psittaciformes,LC,Yes,Volant,30,45.2,Forest,Herbivore,Omnivore,-19.56,,13.6,11.2,7.4,12.1,13,92,41.6,50.4,49,Not threatened
Agapornis fischeri,0,,Agapornis fischeri,Psittaciformes,NT,No,Volant,48.3,40.4,Woodland,Herbivore,Granivore,-3.02,,18.8,16.6,11,16.7,14.4,93,37.4,55.4,42.6,Not threatened
Agapornis lilianae,0,,Agapornis lilianae,Psittaciformes,NT,No,Volant,37.3,37,Woodland,Herbivore,Granivore,-11.77,,16,14.3,9.1,14.2,13.7,89.4,32.9,55.8,41.7,Not threatened
Agapornis nigrigenis,0,,Agapornis nigrigenis,Psittaciformes,VU,No,Volant,40.5,42.5,Woodland,Herbivore,Granivore,-16.86,,16,13.9,9.7,14.7,13,92.8,39.4,53.4,39.8,Threatened
Agapornis personatus,0,,Agapornis personatus,Psittaciformes,LC,No,Volant,52.4,41.3,Shrubland,Herbivore,Granivore,-5.94,,19.1,17.3,10.6,16.6,14.7,95.2,40.2,57.2,43.6,Not threatened
Agapornis pullarius,0,,Agapornis pullarius,Psittaciformes,LC,No,Volant,39.3,39.4,Woodland,Herbivore,Granivore,4.59,,16.7,14.1,9.1,12.9,11.7,90.4,35.6,54.8,41.1,Not threatened
Agapornis roseicollis,0,,Agapornis roseicollis,Psittaciformes,LC,No,Volant,53.8,40.7,Shrubland,Herbivore,Granivore,-20.62,,19.4,17.2,10.6,17.7,13.4,100.8,41.1,59.9,45.8,Not threatened
Agapornis swindernianus,0,,Agapornis swindernianus,Psittaciformes,LC,No,Volant,40,41.3,Forest,Herbivore,Omnivore,1.27,,15.6,13.4,8.5,12.2,11.2,92.6,38.5,54.8,35.2,Not threatened
Agapornis taranta,0,,Agapornis taranta,Psittaciformes,LC,No,Volant,57.5,38.6,Forest,Herbivore,Granivore,9.91,,18.9,16.2,11.6,18.2,13.9,100.4,38.7,61.8,50.2,Not threatened
Agelaioides badius,0,,Agelaioides badius,Passeriformes,LC,No,Volant,45.3,18.1,Forest,Omnivore,Omnivore,-27.76,,18.9,11.6,5,8.4,26.8,93.5,16.9,76.9,77.9,Not threatened
Agelaioides fringillarius,0,,Agelaioides fringillarius,Passeriformes,LC,No,Volant,45.3,15.5,Forest,Omnivore,Omnivore,-9.61,,17.8,11.6,5,9.7,23.5,87.9,13.7,74.2,66.6,Not threatened
Agelaius assimilis,0,,Agelaius assimilis,Passeriformes,LC,Yes,Volant,47.7,22.9,Wetland,Omnivore,Omnivore,22.22,,23.7,15.4,5.3,8.6,26.7,93.7,21.4,72.2,78.7,Not threatened
Agelaius humeralis,0,,Agelaius humeralis,Passeriformes,LC,Yes,Volant,36.3,24.8,Shrubland,Omnivore,Omnivore,21.56,,20,13,5,7.8,23.8,112.8,26.3,79.7,86,Not threatened
Agelaius phoeniceus,0,,Agelaius phoeniceus,Passeriformes,LC,No,Volant,50.8,24,Wetland,Herbivore,Granivore,44.62,,22.7,15.4,5.6,8.8,28,118,27.8,88.9,88.9,Not threatened
